 20  9 0.5  6.601 1.60E+5 4.00E+4  3.22
 24 11 1.5  6.959 9.50E+4 3.00E+4  3.49
 25 12 0.0  7.331 4.70E+5 1.40E+5  3.67
 26 12 2.5 11.093 5.50E+4 1.70E+4  4.16
 28 13 2.5  7.725 5.50E+4 1.50E+4  3.83
 29 14 0.0  8.474 2.00E+5 6.00E+4  4.09
 32 15 0.5  7.937 7.50E+4 3.00E+4  3.99
 34 16 1.5 11.417 2.70E+4 1.00E+4  4.57
 35 16 0.0  6.986 2.00E+5 7.00E+4  5.04
 33 16 0.0  8.642 1.50E+5 3.50E+4  4.42
 36 17 1.5  8.580 1.30E+4 4.00E+3  4.82
 38 17 1.5  6.108 2.10E+4 6.50E+3  5.70
 41 18 0.0  6.099 9.50E+4 2.40E+4  6.71
 40 19 1.5  7.800 4.30E+3 5.00E+2  6.20
 41 19 4.0 10.096 2.50E+3 2.50E+2  6.56
 42 19 1.5  7.534 4.80E+3 1.20E+3  6.34
 41 20 0.0  8.363 4.50E+4 1.00E+4  5.85
 43 20 0.0  7.933 2.80E+4 5.00E+3  6.63
 44 20 3.5 11.132 2.60E+3 4.00E+2  6.81
 45 20 0.0  7.415 3.30E+4 6.00E+3  6.92
 49 20 0.0  5.147 2.60E+5 9.00E+4  6.79
 46 21 3.5  8.761 1.30E+3 1.00E+2  6.86
 47 22 0.0  8.878 1.69E+4 2.50E+3  6.63
 48 22 2.5 11.627 1.60E+3 4.00E+2  6.86
 49 22 0.0  8.143 2.00E+4 3.20E+3  7.03
 50 22 3.5 10.939 3.60E+3 9.00E+2  6.62
 51 22 0.0  6.372 7.10E+4 4.00E+4  7.21
 51 23 6.0 11.051 1.40E+3 3.00E+2  7.01
 52 23 3.5  7.311 4.39E+3 5.30E+2  6.84
 51 24 0.0  9.262 1.50E+4 2.00E+3  6.65
 53 24 0.0  7.940 2.90E+4 5.00E+3  6.96
 54 24 1.5  9.719 5.70E+3 2.00E+3  7.19
 55 24 0.0  6.246 6.00E+4 9.00E+3  7.67
 56 25 2.5  7.271 2.70E+3 4.00E+2  7.42
 55 26 0.0  9.298 2.00E+4 3.50E+3  6.50
 57 26 0.0  7.646 2.50E+4 4.00E+3  7.47
 58 26 0.5 10.045 5.90E+3 1.50E+3  7.55
 59 26 0.0  6.581 3.50E+4 1.50E+4  8.13
 60 27 3.5  7.491 1.40E+3 2.00E+2  8.01
 61 27 5.0  9.321 3.60E+2 2.40E+1  9.34
 59 28 0.0  9.000 1.37E+4 2.00E+3  7.14
 60 28 1.5 11.399 1.40E+3 3.00E+2  7.47
 61 28 0.0  7.820 1.60E+4 2.50E+3  7.91
 62 28 1.5 10.597 1.40E+3 2.00E+2  8.05
 63 28 0.0  6.839 1.91E+4 3.60E+3  8.71
 65 28 0.0  6.098 2.85E+4 6.00E+3  9.14
 64 29 1.5  7.916 6.90E+2 7.00E+1  8.73
 66 29 1.5  7.066 1.00E+3 2.00E+2  9.16
 65 30 0.0  7.980 3.60E+3 1.00E+3  9.51
 67 30 0.0  7.052 6.50E+3 1.00E+3  9.90
 68 30 2.5 10.198 2.90E+2 3.00E+1  9.88
 69 30 0.0  6.482 8.60E+3 1.20E+3 10.35
 71 30 0.0  5.834 6.90E+3 1.00E+3 11.73
 70 31 1.5  7.654 2.30E+2 5.50E+1 10.34
 72 31 1.5  6.521 3.70E+2 7.00E+1 11.13
 71 32 0.0  7.416 2.00E+3 8.00E+2 11.06
 73 32 0.0  6.782 2.20E+3 3.10E+2 11.89
 74 32 4.5 10.200 9.30E+1 1.00E+1 11.26
 75 32 0.0  6.506 3.90E+3 7.70E+2 11.61
 77 32 0.0  6.072 8.00E+3 8.00E+2 11.41
 76 33 1.5  7.327 9.50E+1 1.00E+1 11.95
 75 34 0.0  8.028 4.20E+2 2.40E+2 12.37
 77 34 0.0  7.419 7.90E+2 1.60E+2 12.46
 78 34 0.5 10.498 1.10E+2 2.00E+1 11.76
 79 34 0.0  6.962 1.75E+3 3.20E+2 12.10
 81 34 0.0  6.701 3.50E+3 1.50E+3 11.62
 83 34 0.0  5.818 6.90E+3 1.10E+3 11.97
 80 35 1.5  7.892 5.40E+1 5.00E+0 12.10
 82 35 1.5  7.593 9.40E+1 1.50E+1 11.84
 79 36 0.0  8.362 2.30E+2 6.00E+1 12.80
 81 36 0.0  7.876 2.80E+2 1.40E+1 13.28
 83 36 0.0  7.463 3.82E+2 2.40E+2 13.56
 86 37 2.5  8.650 1.00E+2 2.00E+1 10.47
 88 37 1.5  6.083 1.60E+3 4.20E+2 10.42 
 85 38 0.0  8.531 4.00E+2 1.50E+2 12.06
